מ.במחסן,מחס,מספר פריט,שם פריט,מספר חליפי,***,כמות במלאי
,0,04WB25SKY507,גלשן ווינג 25 FREE 5.07,42250-3604,,1.00
,0,04WB25SKY509,גלשן ווינג 25 FREE 5.09,42250-3604,,1.00
,0,04WB25SKYS405,גלשן ווינג 25 STYLE SLS 4.05,42250-3602,,
,0,04WB25SKYS409,גלשן ווינג 25 STYLE SLS 4.09,42250-3602,,
,0,04WB25SKYS411,גלשן ווינג 25 STYLE SLS 4.11,42250-3602,,
,0,04WB25SKYS501,גלשן ווינג 25 STYLE SLS 5.01,42250-3602,,
,0,04WB25STRDR34,גלשן פויל פאמפ STRIDER 3.4,42240-3608,,1.00
,0,04WB26FRE508,גלשן ווינג 26 FREE 5.8,42260-3604,,5.00
,0,04WB26FRE511,גלשן ווינג 26 FREE 5.11,42260-3604,,6.00
,0,04WB26FRE62,גלשן ווינג 26 FREE 6.2,42260-3607,,8.00
,0,04WB26FRE74,גלשן ווינג 26 START 7.4,42260-3605,,2.00
,0,04WB26SKY500,גלשן ווינג 26 STYLE 5.0,42260-3606,,1.00
,0,04WB26SKY502,גלשן ווינג 26 STYLE 5.2,42260-3606,,3.00
,0,04WB26SKY504,גלשן ווינג 26 STYLE 5.4,42260-3606,,1.00
,0,04WB26SKYBD507,גלשן ווינג SKYBRID DLAB 5.7 26,42260-3615,,
,0,04WB26SKYBS505,גלשן ווינג SKYBRID SLS 5.5 26,42260-3610,,2.00
,0,04WB26SKYBS507,גלשן ווינג SKYBRID SLS 5.7 26,42260-3610,,3.00
,0,04WB26SKYBS509,גלשן ווינג SKYBRID SLS 5.9 26,42260-3610,,2.00
,0,04WB26SKYBS511,גלשן ווינג SKYBRID SLS 5.11 26,42260-3610,,3.00
,0,04WB26SKYS404,גלשן ווינג 26 STYLE SLS 4.4,42260-3602,,
,0,04WB26SKYS406,גלשן ווינג 26 STYLE SLS 4.6,42260-3602,,3.00
,0,04WB26SKYS408,גלשן ווינג 26 STYLE SLS 4.8,42260-3602,,2.00
,0,04WB26SKYS410,גלשן ווינג 26 STYLE SLS 4.10,42260-3602,,1.00
,0,04WB26SKYS500,גלשן ווינג 26 STYLE SLS 5.0,42260-3602,,1.00
,0,04WB26SKYS502,גלשן ווינג 26 STYLE SLS 5.2,42260-3602,,1.00
,0,04WB26SKYS504,גלשן ווינג 26 STYLE SLS 5.4,42260-3602,,1.00
,0,04WB2CRS46,גלשן פרון CRUS SLS 4.6 25,42250-3609,,
,0,04WBTGOLF2254,תיק גולף לגלשן ווינג 5.4 TEC,48220-7015/5.4,,2.00
,0,04WF,***WING FOIL***,,,
,0,04WF24CARVEDL65,כנף ק. פויל CARVE 2.0 650 DLAB,42240-3827,,
,0,04WF24CARVEDLAB50,סט כנפים 24 500/165 CARVE DLAB,42240-3829,,1.00
,0,04WF24CARVEDLAB65,סט כנפים 24 650/165 CARVE DLAB,42240-3829,,
,0,04WF24CARVEDLAB85,סט כנפים 24 850/180 CARVE DLAB,42240-3829,,2.00
,0,04WF24CARVEDLAB95,סט כנפים 24 1100/20 CARVE DLAB,42240-3829,,
,0,04WF24CARVESLS085,סט כנפים 24 850/180 CARVE SLS,42240-3702,,
,0,04WF24CARVS1100,סט כנפים 24 1100/200 CARVE SLS,42240-3702,,
,0,04WF24CARVS1430,סט כנפים 24 1430/200 CARVE SLS,42240-3702,,
,0,04WF24FREE1000,סט כנפיים 24 FREE 1000/216,42240-3703,,
,0,04WF24FREE1250,סט כנפיים 24 FREE 1250/250,42240-3703,,
,0,04WF24FREE1500,סט כנפיים 24 FREE 1500/250,42240-3703,,
,0,04WF24FREE1750,סט כנפיים 24 FREE 1750/250,42240-3703,,
,0,04WF24GLIDE0905,סט כנפיים 24 GLIDE 905/180,42240-3704,,
,0,04WF24GLIDE1085,סט כנפיים 24 GLIDE 1085/200,42240-3704,,
,0,04WF24GLIDE1305,סט כנפיים 24 GLIDE 1305/200,42240-3704,,
,0,04WF24GLIDE1595,סט כנפיים 24 GLIDE 1595/220,42240-3704,,
,0,04WF25CRVD65,סט כ. 25 CARVE D/LAB 650/160,42250-3734,,1.00
,0,04WF25CRVD65B,כנף קדמית 25 CARVE D/LAB 650,42250-3844,,4.00
,0,04WF25CRVD80,סט כ. 25 CARVE D/LAB 800/160,42250-3734,,2.00
